crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
LARCENY-NON VEHICLE,102991955,10262010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-FROM VEHICLE,102991970,10262010,SPRING ST SW / TRINITY AVE SW,507,Castleberry Hill,M,33.7506,-84.39706
AGG ASSAULT,102982079,10262010,1192 PRYOR,304,Peoplestown,V,33.72287,-84.3928
LARCENY-NON VEHICLE,102982082,10252010,2900 CAMPBELLTON RD SW,409,Southwest,R,33.69761,-84.48336
BURGLARY-RESIDENCE,102982078,10252010,920 SELLS AVE,104,Harris Chiles,T,33.74532,-84.41819
LARCENY-NON VEHICLE,102971113,10252010,1008 BRADY AVE,501,Home Park,E,33.78251,-84.41436
LARCENY-NON VEHICLE,102980873,10252010,3648 PEACHTREE RD NE,209,Brookhaven,B,33.85459,-84.35698
LARCENY-NON VEHICLE,102980895,10252010,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659
BURGLARY-RESIDENCE,102981429,10252010,177 12TH ST,503,Midtown,E,33.78403,-84.38167
LARCENY-FROM VEHICLE,102981439,10252010,3004 PIEDMONT RD NE,206,Garden Hills,B,33.83665,-84.36838
BURGLARY-RESIDENCE,102971275,10242010,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177
AUTO THEFT,102971285,10242010,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807
LARCENY-NON VEHICLE,102971898,10242010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-FROM VEHICLE,102971900,10242010,VIRGINIA AVE NE / VANCE AVE NE,601,Virginia Highland,F,33.78228,-84.35577
AUTO THEFT,102970847,10242010,682 BROOKLINE ST SW,301,Adair Park,V,33.72692,-84.40992
BURGLARY-RESIDENCE,102970849,10242010,1841 ROGERS AVE SW,404,Westwood Terrace,I,33.73759,-84.448
LARCENY-NON VEHICLE,102961257,10232010,3885 JONESBORO RD SE,313,South River Gardens,Z,33.64883,-84.36584
LARCENY-NON VEHICLE,102961258,10232010,212 PONCE DE LEON AVE NE,505,Midtown,E,33.77265,-84.38055
LARCENY-FROM VEHICLE,102961848,10232010,900 PALMETTO AVE SW,104,Ashview Heights,T,33.75169,-84.41777
LARCENY-NON VEHICLE,102961865,10232010,937 SIMS ST SW ,302,Pittsburgh,V,33.72957,-84.40329
LARCENY-FROM VEHICLE,102960736,10232010,594 WIMBLEDON RD NE,212,Piedmont Heights,F,33.80656,-84.36741
BURGLARY-NONRES,102960770,10232010,2025 JONESBORO RD SE,310,Lakewood,Z,33.69928,-84.37242
LARCENY-FROM VEHICLE,102952686,10222010,31 PHARR RD NW,206,Peachtree Heights West,B,33.8376,-84.38272
LARCENY-FROM VEHICLE,102952695,10222010,820 RALPH MCGILL BLVD NE,602,Poncey-Highland,N,33.7688,-84.36149
LARCENY-FROM VEHICLE,102950871,10222010,1891 ARDMORE RD NW,207,Ardmore,E,33.8066,-84.39865
LARCENY-FROM VEHICLE,102950878,10222010,948 MARGARET PL NW,110,Grove Park,J,33.78023,-84.44878
LARCENY-NON VEHICLE,102951410,10222010,173 BOULEVARD SE,605,Grant Park,W,33.74872,-84.36924
BURGLARY-RESIDENCE,102951414,10222010,74 BOULEVARD SE,604,Old Fourth Ward,M,33.75234,-84.3712
LARCENY-NON VEHICLE,102952136,10222010,3534 MARTIN L KING JR DR NW,407,Adamsville,H,33.75771,-84.50344
LARCENY-FROM VEHICLE,102952164,10222010,794 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77614,-84.35269
BURGLARY-NONRES,102940639,10212010,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.78974,-84.47804
LARCENY-NON VEHICLE,102940669,10212010,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
BURGLARY-NONRES,102941320,10212010,2295 SPRINGDALE CIR SW,309,Perkerson,X,33.69183,-84.4164
LARCENY-FROM VEHICLE,102941332,10212010,301 PETERS ST SW,507,Castleberry Hill,M,33.74661,-84.40311
LARCENY-FROM VEHICLE,102942027,10212010,1016 HOWELL MILL RD NW,501,Home Park,E,33.78183,-84.41244
LARCENY-FROM VEHICLE,102942103,10212010,15 STAFFORD ST NW,105,Hunter Hills,K,33.75533,-84.42587
LARCENY-NON VEHICLE,102931507,10202010,50 ALABAMA ST SW,511,Downtown,M,33.75223,-84.38978
AUTO THEFT,102931508,10202010,1492 HOWELL MILL RD NW,207,Berkeley Park,D,33.79553,-84.41586
BURGLARY-RESIDENCE,102932366,10202010,2901 PEACHTREE PARK DR NE,207,,E,33.81377,-84.38952
BURGLARY-RESIDENCE,102932368,10202010,942 HANK AARON DR SE,304,Peoplestown,V,33.72828,-84.38787
LARCENY-FROM VEHICLE,102930929,10202010,3662 NARRON DR SW,414,Deerwood,P,33.67699,-84.50843
LARCENY-NON VEHICLE,102930952,10202010,100 TERRACE DR NE,211,Peachtree Hills,B,33.82174,-84.3855
ROBBERY-PEDESTRIAN,102932498,10202010,244 SCIPLE TER NW,102,Vine City,L,33.76136,-84.41539
LARCENY-FROM VEHICLE,102932525,10202010,715 PEACHTREE ST NE,505,Midtown,E,33.774,-84.38412
LARCENY-FROM VEHICLE,102920901,10192010,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77248,-84.37857
LARCENY-NON VEHICLE,102920907,10192010,450 PIEDMONT AVE NE,509,Downtown,M,33.76657,-84.38214
AGG ASSAULT,102921723,10192010,964 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73773,-84.41962
AUTO THEFT,102921727,10192010,2786 THE FONTAINEBLEAU SW,411,Greenbriar,R,33.68055,-84.48791
BURGLARY-RESIDENCE,102912284,10182010,1770 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70695,-84.37414
BURGLARY-RESIDENCE,102912293,10182010,122 WALNUT ST SW,101,Atlanta University Center,T,33.7515,-84.40645
BURGLARY-RESIDENCE,102911700,10182010,50 MILDRED PL NW,109,Almond Park,G,33.78089,-84.45664
BURGLARY-RESIDENCE,102911722,10182010,227 CANDLER RD SE,611,East Lake,O,33.74654,-84.29215
BURGLARY-NONRES,102911288,10182010,2921 PIEDMONT RD NE,211,Peachtree Park,B,33.83483,-84.36698
BURGLARY-NONRES,102911289,10182010,2921 PIEDMONT RD NE,211,Peachtree Park,B,33.83483,-84.36698
LARCENY-NON VEHICLE,102910703,10182010,545 BURROUGHS ST SE,305,Chosewood Park,Y,33.71767,-84.36999
BURGLARY-NONRES,102910706,10182010,535 W WHITEHALL ST SW @FIRE STATION 7,401,West End,T,33.74025,-84.41247
LARCENY-FROM VEHICLE,102901654,10172010,2203 FAIRWAY CIR SW,413,Fairway Acres,P,33.68628,-84.53626
LARCENY-FROM VEHICLE,102901682,10172010,1042 KIRKWOOD AVE SE,606,Reynoldstown,N,33.75037,-84.35302
ROBBERY-PEDESTRIAN,102900608,10172010,568 CHAPPELL RD NW,107,Grove Park,J,33.77075,-84.43407
LARCENY-FROM VEHICLE,102900632,10172010,921 WESTMORELAND CIR NW,110,West Highlands,G,33.78956,-84.44919
LARCENY-FROM VEHICLE,102901416,10172010,4TH ST NE / PEACHTREE ST NE,505,Midtown,E,33.77492,-84.38465
LARCENY-NON VEHICLE,102901420,10172010,3825 OLD GORDON RD NW,114,Old Gordon,H,33.7694,-84.51321
LARCENY-NON VEHICLE,102891678,10162010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
AUTO THEFT,102891722,10162010,1722 CAMPBELLTON RD SW,408,,R,33.71107,-84.44411
LARCENY-FROM VEHICLE,102890453,10162010,696  WEST  PEACHTREE  ST,505,Midtown,E,33.77384,-84.38733
LARCENY-FROM VEHICLE,102890460,10162010,265 PEACHTREE ST NE,509,Downtown,M,33.76152,-84.38672
LARCENY-FROM VEHICLE,102891127,10162010,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992
LARCENY-FROM VEHICLE,102892215,10162010,PIEDMONT AVE NE / 8TH ST NE,503,Midtown,E,33.78178,-84.38047
LARCENY-FROM VEHICLE,102882226,10152010,1824 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.80931,-84.36303
LARCENY-NON VEHICLE,102882286,10152010,143 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67268,-84.38577
LARCENY-NON VEHICLE,102880686,10152010,240 MAYNARD TER S.E.,610,Kirkwood,O,33.7454,-84.33373
LARCENY-NON VEHICLE,102880727,10152010,80 JESSE HILL JR DR SE @GRADY MEMORIAL HOSP,510,Downtown,M,33.75168,-84.38198
ROBBERY-PEDESTRIAN,102881517,10152010,2075 DONALD LEE HOLLOWELL PKWY NW,109,Grove Park,J,33.77676,-84.45342
LARCENY-FROM VEHICLE,102881577,10152010,1314 GLENWOOD AVE SE,612,East Atlanta,W,33.74035,-84.34459
BURGLARY-NONRES,102870675,10142010,3665 MARTIN L KING JR DR NW,111,Adamsville,H,33.76248,-84.50791
LARCENY-FROM VEHICLE,102870692,10142010,870 LULLWATER RD NE,608,Druid Hills,N,33.77816,-84.33503
BURGLARY-RESIDENCE,102871365,10142010,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416
LARCENY-FROM VEHICLE,102871377,10142010,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992
LARCENY-NON VEHICLE,102871963,10142010,1994 HOSEA L WILLIAMS DR NE,610,Kirkwood,O,33.75139,-84.32251
AUTO THEFT,102871976,10142010,725 JAMES P BRAWLEY,103,English Avenue,L,33.77473,-84.41186
AUTO THEFT,102861472,10132010,1139 NORTH AVE NW @MADDOX PARK,106,Bankhead,K,33.76998,-84.42703
AUTO THEFT,102861475,10132010,2521 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7759,-84.46841
AGG ASSAULT,102862141,10132010,94 PRYOR ST SW,511,Downtown,M,33.75199,-84.39024
LARCENY-NON VEHICLE,102862142,10132010,833 SMITH ST SW,302,Pittsburgh,V,33.73224,-84.40108
BURGLARY-RESIDENCE,102860575,10132010,3324 PEACHTREE RD,208,North Buckhead,B,33.84595,-84.36852
BURGLARY-RESIDENCE,102860623,10132010,3924 KENNER DR SW,407,Adamsville,H,33.7556,-84.5091
LARCENY-FROM VEHICLE,102852363,10122010,300 MARTIN L KING JR DR SE,605,Oakland,W,33.74803,-84.37875
LARCENY-FROM VEHICLE,102842167,10122010,300 MARTIN L KING JR DR SE,605,Oakland,W,33.74803,-84.37875
LARCENY-NON VEHICLE,102851692,10122010,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
BURGLARY-RESIDENCE,102851696,10122010,1294 HANOVER WEST DR NW,204,Hanover West,C,33.82177,-84.43002
AGG ASSAULT,102850030,10122010,WYLIE ST SE / CLEVELAND ST SE,606,Reynoldstown,N,33.75243,-84.35045
ROBBERY-PEDESTRIAN,102850066,10122010,PINE ST NE / COURTLAND ST NE,509,Downtown,M,33.76746,-84.38408
BURGLARY-NONRES,102850729,10122010,157 MOURY AVE SW,305,The Villages at Carver,Y,33.71283,-84.3885
LARCENY-NON VEHICLE,102850739,10122010,LARCHMONT DR NW / COLLIER DR NW,112,Collier Heights,I,33.7629,-84.48511
AGG ASSAULT,102792374,10122010,659 PEACHTREE ST NE,505,Midtown,E,33.77258,-84.38449
AGG ASSAULT,102831576,10112010,845 SPRING STREET,505,Midtown,E,33.77763,-84.38867
LARCENY-NON VEHICLE,102840632,10112010,265 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76161,-84.38592
LARCENY-NON VEHICLE,102840680,10112010,2468 WILSON DR SW,409,Adams Park,R,33.71581,-84.46772
LARCENY-NON VEHICLE,102841248,10112010,1265 LEE ST SW,403,Oakland City,S,33.72066,-84.42426
LARCENY-FROM VEHICLE,102841249,10112010,MARTIN L KING JR DR SW / PRYOR ST SW,512,Downtown,M,33.7514,-84.39098
ROBBERY-COMMERCIAL,102841924,10112010,1302 RALPH D ABERNATHY BLVD SW,402,West End,T,33.73858,-84.43033
AGG ASSAULT,102841946,10112010,3200 STONE RD SW,411,Greenbriar,R,33.66945,-84.49415
BURGLARY-RESIDENCE,102831927,10102010,960 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69307,-84.35805
LARCENY-FROM VEHICLE,102831968,10102010,3041 LANDRUM DR SW,409,Southwest,R,33.70649,-84.48782
BURGLARY-NONRES,102831569,10102010,1285 MCCLURE AVE NW,105,Hunter Hills,K,33.75971,-84.43001
LARCENY-NON VEHICLE,102830793,10102010,41 IRBY AVE NW,206,South Tuxedo Park,B,33.84152,-84.38026
RAPE,102830497,10102010,2840 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75434,-84.48042
BURGLARY-NONRES,102830556,10102010,660 IRWIN ST NE;,604,Old Fourth Ward,M,33.75787,-84.36522
LARCENY-FROM VEHICLE,102820738,10092010,3383 PARC LN SW,409,Southwest,R,33.6998,-84.49684
LARCENY-FROM VEHICLE,102820747,10092010,440 COCHRAN DR NW,202,Chastain Park,A,33.8769,-84.4018
AUTO THEFT,102821400,10092010,2904 WATERS RD SW,311,Glenrose Heights,Z,33.6757,-84.39449
ROBBERY-PEDESTRIAN,102821448,10092010,8TH ST NE / VEDADO WAY NE,506,Midtown,E,33.7795,-84.37113
LARCENY-NON VEHICLE,102811303,10082010,1801 HOWELL MILL RD,204,Berkeley Park,D,33.80388,-84.41278
AUTO THEFT,102811305,10082010,185 SOUTH @ CHESHIREBRIDGE EXIT,210,Pine Hills,B,33.82391,-84.35207
LARCENY-FROM VEHICLE,102812226,10082010,300 OAKLAND AVE SE,605,Grant Park,W,33.74635,-84.37476
BURGLARY-RESIDENCE,102812232,10082010,1285 NORTHWEST DR NW,113,Monroe Heights,G,33.79051,-84.47895
AUTO THEFT,102810605,10082010,96 CRUMLEY ST SE,304,Summerhill,V,33.73958,-84.38456
LARCENY-FROM VEHICLE,102810649,10082010,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80121,-84.40791
BURGLARY-NONRES,102800675,10072010,40 PEACHTREE VALLEY RD,207,,E,33.81096,-84.39145
LARCENY-FROM VEHICLE,102800679,10072010,1020 WASHITA AVE NE,602,Inman Park,N,33.76476,-84.35415
BURGLARY-RESIDENCE,102801384,10072010,2025 PEACHTREE RD NE,207,,E,33.80958,-84.39294
LARCENY-FROM VEHICLE,102801399,10072010,15 PEACHTREE ST SW,511,Downtown,M,33.75369,-84.39043
LARCENY-FROM VEHICLE,102802400,10072010,2809 PEACHTREE RD NE,206,Garden Hills,B,33.83157,-84.38498
LARCENY-FROM VEHICLE,102802410,10072010,3024 PEACHTREE RD,206,Peachtree Heights West,B,33.83777,-84.38154
LARCENY-FROM VEHICLE,102790886,10062010,1221 EUCLID AVE NE,608,Candler Park,N,33.76613,-84.34785
BURGLARY-RESIDENCE,102790932,10062010,1176 MAYLAND CIR SW,302,Pittsburgh,V,33.72284,-84.40563
LARCENY-NON VEHICLE,102791600,10062010,3495 BUCKHEAD LOOP NE,208,North Buckhead,B,33.85209,-84.3645
LARCENY-FROM VEHICLE,102791665,10062010,2460 PEACHTREE RD NW,206,Peachtree Heights West,B,33.82183,-84.38793
BURGLARY-RESIDENCE,80081069,10062010,447 ARNOLD STREET NE,603,Old Fourth Ward,M,33.76658,-84.36896
LARCENY-FROM VEHICLE,102772149,10052010,1580 PIEDMONT AVE,213,Piedmont Heights,F,33.79757,-84.36875
LARCENY-NON VEHICLE,102780774,10052010,3150 FAIRBURN RD SW,414,Ben Hill,P,33.66903,-84.51522
LARCENY-FROM VEHICLE,102780788,10052010,49 BOULEVARD SE,604,Sweet Auburn,M,33.75275,-84.37186
LARCENY-FROM VEHICLE,102781447,10052010,826 MARIETTA ST NW,504,Marietta Street Artery,E,33.77477,-84.4067
LARCENY-NON VEHICLE,102781464,10052010,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
AGG ASSAULT,102782212,10052010,3114 HICKMAN DR NW,111,,I,33.75424,-84.48931
BURGLARY-RESIDENCE,102782225,10052010,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79742,-84.40671
BURGLARY-NONRES,102771056,10042010,477 WINDSOR ST SW,303,Mechanicsville,V,33.74172,-84.39836
AUTO THEFT,102771077,10042010,2079 JOSEPH E. BOONE BLVD NW,108,Center Hill,J,33.76421,-84.45719
LARCENY-NON VEHICLE,102771837,10042010,3431 LENOX RD NE,210,Lenox,B,33.84837,-84.36034
LARCENY-NON VEHICLE,102771840,10042010,1962 GRANGE DR SE,308,Thomasville Heights,Z,33.70046,-84.36063
LARCENY-NON VEHICLE,102770709,10042010,907 LAWTON ST SW,402,Oakland City,S,33.73066,-84.42324
BURGLARY-RESIDENCE,102770788,10042010,1752 PRYOR RD SW,307,Betmar LaVilla,Y,33.70731,-84.39674
AGG ASSAULT,102760769,10032010,1572 HARDEE ST NE,609,Edgewood,O,33.75546,-84.33644
LARCENY-FROM VEHICLE,102760791,10032010,1040 HUFF RD NW,203,Blandtown,D,33.78949,-84.42125
LARCENY-FROM VEHICLE,102761490,10032010,875 HANK AARON DR SW,304,Peoplestown,V,33.73078,-84.38821
LARCENY-NON VEHICLE,102761518,10032010,69 MELDON AVE SE,305,South Atlanta,Y,33.71128,-84.3862
BURGLARY-RESIDENCE,102751715,10022010,380 MARTIN ST SE,605,Capitol Gateway,V,33.74445,-84.38372
AUTO THEFT,102751842,10022010,252 N COLONIAL HOMES CIR NW,205,Colonial Homes,C,33.81495,-84.39636
LARCENY-FROM VEHICLE,102750296,10022010,MORELAND AVE NE / MCLENDON AVE NE,608,Candler Park,N,33.76496,-84.34915
LARCENY-FROM VEHICLE,102750308,10022010,14TH ST NE / JUNIPER ST NE,502,Midtown,E,33.78649,-84.38216
LARCENY-NON VEHICLE,102750923,10022010,1991 DELOWE DR SW,410,Campbellton Road,R,33.69913,-84.46134
LARCENY-FROM VEHICLE,102750986,10022010,616 SEMINOLE AVE NE,602,Poncey-Highland,N,33.7712,-84.35104
LARCENY-NON VEHICLE,102742378,10012010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,102742452,10012010,647 COOPER ST SW,303,Mechanicsville,V,33.73727,-84.3973
LARCENY-NON VEHICLE,102740851,10012010,55 MCDONOUGH BLVD SE,305,South Atlanta,Y,33.72024,-84.38654
BURGLARY-RESIDENCE,102740930,10012010,1700 WESTWOOD AVE SW,404,Westview,T,33.73824,-84.44338
LARCENY-FROM VEHICLE,102741637,10012010,1919 METROPOLITAN PKWY SW;,306,Sylvan Hills,X,33.70278,-84.41017
BURGLARY-RESIDENCE,102741711,10012010,2869 PARROTT AVE NW,203,Whittier Mill Village,D,33.80978,-84.48135
LARCENY-FROM VEHICLE,113040840,10312011,1278 GREENWICH ST SW,401,West End,T,33.74368,-84.42949
BURGLARY-RESIDENCE,113040860,10312011,2232 DUNSEATH AVE NW,203,Bolton,D,33.81667,-84.4492
AUTO THEFT,113041369,10312011,163 PETERS ST SW,507,Castleberry Hill,M,33.75021,-84.39844
LARCENY-NON VEHICLE,113041394,10312011,1968 PEACHTREE RD NW,207,,E,33.81,-84.39583
LARCENY-FROM VEHICLE,113041914,10312011,876 E PACES FERRY RD NE,210,Lenox,B,33.84557,-84.35858
LARCENY-FROM VEHICLE,113041927,10312011,302 JOSEPH E LOWERY BLVD SW,101,Atlanta University Center,T,33.74635,-84.41744
LARCENY-FROM VEHICLE,113030451,10302011,961 IMAGE AVE NW,501,Home Park,E,33.78106,-84.40969
LARCENY-FROM VEHICLE,113030562,10302011,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177
LARCENY-FROM VEHICLE,113030228,10302011,1400 W PEACHTREE ST NW,502,Midtown,E,33.79278,-84.38808
AGG ASSAULT,113030274,10302011,1455 BOULEVARD SE,305,Chosewood Park,Y,33.71455,-84.36885
AGG ASSAULT,113031479,10302011,1185 COLLIER RD NW,204,,C,33.81136,-84.4253
LARCENY-FROM VEHICLE,113031503,10302011,3475 LENOX RD NE,210,Lenox,B,33.84922,-84.36056
AGG ASSAULT,113021949,10292011,900 CONLEY RD SE,313,South River Gardens,Z,33.65165,-84.35986
AUTO THEFT,113021982,10292011,186 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74952,-84.40352
LARCENY-NON VEHICLE,113020740,10292011,1026 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77456,-84.35375
ROBBERY-PEDESTRIAN,113020802,10292011,40 -5TH ST NE ,505,Midtown,E,33.77633,-84.38731
LARCENY-FROM VEHICLE,113012398,10282011,544 OAKSIDE DR SW,407,Wisteria Gardens,H,33.75621,-84.51211
LARCENY-NON VEHICLE,113002416,10282011,1142 WEDGEWOOD DR. NW,113,Carey Park,G,33.78615,-84.47614
LARCENY-NON VEHICLE,113010935,10282011,955 JUNIPER ST NE,503,Midtown,E,33.78083,-84.38246
LARCENY-FROM VEHICLE,113010943,10282011,2280 METROPOLITAN PKWY SW,309,Perkerson,X,33.69212,-84.40755
LARCENY-NON VEHICLE,113011749,10282011,490 WHITEHALL ST SW,507,Castleberry Hill,M,33.74348,-84.40341
LARCENY-NON VEHICLE,113011783,10282011,1580 DIXIE ST SE,610,Kirkwood,O,33.7479,-84.33563
LARCENY-NON VEHICLE,113000136,10272011,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465
AUTO THEFT,113000167,10272011,2484 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75188,-84.46899
AUTO THEFT,113001060,10272011,85 JOHN WESLEY DOBBS AVE NE,510,Downtown,M,33.75684,-84.38475
LARCENY-NON VEHICLE,113001061,10272011,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77469,-84.36561
AGG ASSAULT,113001583,10272011,671 S GRAND AVE NW,109,Center Hill,J,33.77332,-84.46253
LARCENY-NON VEHICLE,113001584,10272011,3257 VERDANT DR SW,411,Greenbriar,R,33.68382,-84.49594
ROBBERY-PEDESTRIAN,112982203,10262011,909 MYRTLE ST.,505,Midtown,E,33.77939,-84.37924
AGG ASSAULT,112982217,10262011,639 PARKWAY DR,603,Old Fourth Ward,M,33.77189,-84.3725
LARCENY-NON VEHICLE,112992207,10262011,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79988,-84.47023
ROBBERY-RESIDENCE,112992268,10262011,2025 PEACHTREE RD NE,207,,E,33.80965,-84.39144
LARCENY-NON VEHICLE,112990865,10262011,3804 MARTIN L KING JR DR SW,114,Old Gordon,H,33.76797,-84.51322
LARCENY-NON VEHICLE,112990871,10262011,174 MOURY AVE SW,305,The Villages at Carver,Y,33.71276,-84.39056
LARCENY-NON VEHICLE,112980101,10252011,2325 MARIETTA BLVD NW;,201,,C,33.82065,-84.45274
LARCENY-FROM VEHICLE,112980108,10252011,1959 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.7008,-84.41018
LARCENY-NON VEHICLE,112981074,10252011,875 HANK AARON DR SW,304,Peoplestown,V,33.73157,-84.38925
BURGLARY-RESIDENCE,112981086,10252011,1304 BOULEVARD LORRAINE SW,409,Adams Park,R,33.72009,-84.4575
LARCENY-FROM VEHICLE,112981640,10252011,82 WESTMINSTER DRIVE,502,Ansley Park,E,33.79165,-84.37984
BURGLARY-RESIDENCE,112981650,10252011,401 INMAN ST SW,404,Westview,T,33.74424,-84.43759
LARCENY-NON VEHICLE,112970948,10242011,216 CITYLANE AVE NE,603,Old Fourth Ward,M,33.77024,-84.3783
