crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
LARCENY-NON VEHICLE,102971799,10242010,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687
LARCENY-FROM VEHICLE,102970800,10242010,371 BLAKE AVE SE,612,East Atlanta,W,33.74347,-84.33847
BURGLARY-RESIDENCE,102961212,10232010,3178 WARD DR SE,312,Glenrose Heights,Z,33.66823,-84.38661
LARCENY-NON VEHICLE,102961654,10232010,231 18TH ST NW,501,Atlantic Station,E,33.79275,-84.39544
BURGLARY-NONRES,102960587,10232010,320 PARKWAY DR NE,604,Old Fourth Ward,M,33.76342,-84.37438
ROBBERY-PEDESTRIAN,102952607,10222010,695 NORTH AVE NE,603,Old Fourth Ward,M,33.77073,-84.3645
BURGLARY-RESIDENCE,102950739,10222010,954 HIGHTOWER RD NW,113,Carey Park,G,33.78149,-84.47444
LARCENY-NON VEHICLE,102951359,10222010,2011 MANCHESTER ST NE,212,Morningside/Lenox Park,F,33.80975,-84.36299
LARCENY-NON VEHICLE,102952001,10222010,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
BURGLARY-NONRES,102940514,10212010,2920 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.7538,-84.48359
AGG ASSAULT,102941257,10212010,3288 WELMINGHAM DR SW,414,Princeton Lakes,P,33.66174,-84.51858
BURGLARY-RESIDENCE,102941979,10212010,941 METROPOLITAN PKWY SW,301,Adair Park,V,33.72925,-84.40855
LARCENY-FROM VEHICLE,102931457,10202010,581 MARTIN ST SE,304,Summerhill,V,33.73872,-84.38417
LARCENY-FROM VEHICLE,102932267,10202010,1016 HOWELL MILL RD NW,501,Home Park,E,33.78226,-84.41198
ROBBERY-COMMERCIAL,102930886,10202010,617 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.76359,-84.40763
LARCENY-FROM VEHICLE,102932455,10202010,2929 PEACHTREE RD NE,206,Garden Hills,B,33.83527,-84.38211
LARCENY-FROM VEHICLE,102920799,10192010,465 WALDO ST SE,605,Grant Park,W,33.74183,-84.36691
BURGLARY-RESIDENCE,102921589,10192010,445 CLEVELAND AVE SE,312,Rosedale Heights,Z,33.68149,-84.37152
AGG ASSAULT,102922552,10192010,3040 DELMAR LN NW,111,,I,33.75532,-84.48624
BURGLARY-RESIDENCE,102911663,10182010,1424 BELMONT AVE SW,301,Capitol View,X,33.71597,-84.40967
LARCENY-NON VEHICLE,102911240,10182010,755 HANK AARON DR SW,304,Summerhill,V,33.73624,-84.389
LARCENY-FROM VEHICLE,102910626,10182010,543 PAINES AVE NW,103,English Avenue,L,33.76958,-84.41428
LARCENY-NON VEHICLE,102901567,10172010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
AUTO THEFT,102900490,10172010,1937 PIEDMONT CIR NE,212,Piedmont Heights,F,33.81039,-84.36748
ROBBERY-PEDESTRIAN,102901303,10172010,191 PEACHTREE ST NE,508,Downtown,M,33.75738,-84.3893
LARCENY-NON VEHICLE,102891553,10162010,1230 CAROLINE ST NE,609,Edgewood,O,33.7586,-84.34845
LARCENY-NON VEHICLE,102890358,10162010,180 CARROLL ST SE,606,Cabbagetown,N,33.74962,-84.36791
LARCENY-FROM VEHICLE,102891064,10162010,52 KIRKWOOD ROAD N.E.,610,Kirkwood,O,33.75301,-84.32213
LARCENY-FROM VEHICLE,102882083,10152010,135 W WIEUCA RD NW,202,Chastain Park,A,33.87589,-84.39202
LARCENY-FROM VEHICLE,102880642,10152010,N. FULTON DR/ PHARR RD,206,Garden Hills,B,33.83704,-84.37783
ROBBERY-RESIDENCE,102881456,10152010,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
LARCENY-FROM VEHICLE,102870645,10142010,937 PARSONS ST SW,104,Ashview Heights,T,33.75126,-84.41822
LARCENY-NON VEHICLE,102871260,10142010,3393 PEACHTREE RD.,312,Glenrose Heights,Z,33.65279,-84.39585
BURGLARY-RESIDENCE,102871886,10142010,2367 CASCADE RD SW,406,Cascade Heights,I,33.72166,-84.4657
BURGLARY-RESIDENCE,102861323,10132010,1217 EPWORTH ST SW,403,Venetian Hills,S,33.72184,-84.43102
LARCENY-FROM VEHICLE,102862125,10132010,730 PARSONS ST SW,101,Atlanta University Center,T,33.75084,-84.41141
LARCENY-FROM VEHICLE,102860417,10132010,2799 PIEDMONT RD NE,211,Peachtree Park,B,33.83047,-84.36763
LARCENY-FROM VEHICLE,102862391,10132010,3330 MARTIN L KING JR DR SW,407,Adamsville,H,33.75392,-84.49736
AGG ASSAULT,102851627,10122010,1125 CASCADE CIR,403,Cascade Avenue/Road,S,33.72571,-84.44896
LARCENY-NON VEHICLE,102852259,10122010,73 MOURY AVE SE,305,South Atlanta,Y,33.71291,-84.38634
ROBBERY-PEDESTRIAN,102850696,10122010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
AUTO THEFT,102851089,10122010,1061 W MARIETTA ST NW,106,Knight Park/Howell Station,K,33.78558,-84.42187
RAPE,102840603,10112010,940 HUTCHENS RD SE,313,South River Gardens,Z,33.66632,-84.35868
LARCENY-NON VEHICLE,102841156,10112010,2250 PERRY BLVD NW,110,Scotts Crossing,G,33.80537,-84.46244
LARCENY-NON VEHICLE,102841720,10112010,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807
LARCENY-FROM VEHICLE,102831676,10102010,351 MORELAND AVE NE,608,Candler Park,N,33.76393,-84.34873
LARCENY-FROM VEHICLE,102831511,10102010,1314 CHATTAHOOCHEE AVE NW,203,Hills Park,D,33.80135,-84.43096
ROBBERY-PEDESTRIAN,102830458,10102010,PEACHTREE ST NE / 5TH ST NE,505,Midtown,E,33.77615,-84.38453
AGG ASSAULT,102820645,10092010,1275 PRYOR RD SW,302,Pittsburgh,V,33.71983,-84.39381
LARCENY-NON VEHICLE,102821335,10092010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
BURGLARY-RESIDENCE,102811220,10082010,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177
LARCENY-NON VEHICLE,102812084,10082010,1197 MOBILE ST NW,105,Hunter Hills,K,33.76274,-84.42673
BURGLARY-RESIDENCE,102810084,10082010,816 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41421
LARCENY-FROM VEHICLE,102800594,10072010,1903 ANJACO RD NW,207,Ardmore,E,33.8073,-84.39667
BURGLARY-RESIDENCE,102801276,10072010,626 WILLARD AVE SW,404,Westview,T,33.73807,-84.43782
BURGLARY-RESIDENCE,102802305,10072010,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.70979,-84.35849
AUTO THEFT,102790811,10062010,894 FRANK ST SW,104,Ashview Heights,T,33.74712,-84.41794
LARCENY-NON VEHICLE,102791493,10062010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
AUTO THEFT,102792470,10062010,249 FIELDING LN SW,406,Peyton Forest,I,33.7475,-84.48194
LARCENY-NON VEHICLE,102780717,10052010,3730 CARMIA DR SW,414,Princeton Lakes,P,33.65528,-84.5102
AUTO THEFT,102781318,10052010,CHARLES ALLEN DR NE / 10TH ST NE,502,Midtown,E,33.78177,-84.37279
BURGLARY-RESIDENCE,102782165,10052010,2032 BOLTON DR NW,204,Bolton,D,33.81385,-84.43825
AUTO THEFT,102770991,10042010,3318 FERNCLIFF PL NE,210,Pine Hills,B,33.84552,-84.35548
LARCENY-FROM VEHICLE,102771811,10042010,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81907,-84.37069
BURGLARY-NONRES,102770623,10042010,2001 PEACHTREE RD NE,207,,E,33.80928,-84.39307
LARCENY-FROM VEHICLE,102760677,10032010,800 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.8258,-84.36149
LARCENY-FROM VEHICLE,102761415,10032010,12 ATLANTA AVE SE,304,Peoplestown,V,33.73048,-84.38742
AUTO THEFT,102751649,10022010,188 VINE ST SW,101,Atlanta University Center,T,33.7496,-84.40778
ROBBERY-PEDESTRIAN,102750275,10022010,669 METROPOLITAN PKWY SW,303,Adair Park,V,33.73929,-84.40819
LARCENY-FROM VEHICLE,102750856,10022010,800 MYRTLE ST NE,505,Midtown,E,33.77639,-84.37999
BURGLARY-RESIDENCE,102742243,10012010,1293 HARTFORD AVE SW,301,Capitol View,X,33.71956,-84.41711
LARCENY-NON VEHICLE,102740798,10012010,2707 DONALD LEE HOLLOWELL PKWY. NW,113,Brookview Heights,G,33.77774,-84.47583
BURGLARY-RESIDENCE,102741578,10012010,2249 LARCHWOOD RD SW,405,Florida Heights,I,33.7478,-84.46072
LARCENY-FROM VEHICLE,113040757,10312011,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
BURGLARY-RESIDENCE,113041319,10312011,1841 NISKEY DR SW,412,Niskey Cove,P,33.70807,-84.52533
LARCENY-FROM VEHICLE,113041836,10312011,1040 HUFF RD NW,203,Blandtown,D,33.78868,-84.42207
LARCENY-NON VEHICLE,113021439,10312011,427 MORELAND AVE NE,608,Candler Park,N,33.76611,-84.34895
LARCENY-FROM VEHICLE,113030091,10302011,254 FLORA AVE NE,609,Edgewood,O,33.76044,-84.34388
BURGLARY-RESIDENCE,113031287,10302011,847 GERTRUDE PL NW,110,Grove Park,J,33.77798,-84.44367
LARCENY-NON VEHICLE,113021826,10292011,807 CASCADE AVE SW,404,Cascade Avenue/Road,S,33.73323,-84.43795
LARCENY-FROM VEHICLE,113020724,10292011,265 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76158,-84.38496
BURGLARY-RESIDENCE,113021399,10292011,1128 LOTUS AVE NW,109,Almond Park,G,33.78592,-84.46452
LARCENY-NON VEHICLE,113010869,10282011,2220 BOLTON DR NW,204,Bolton,D,33.81625,-84.4426
ROBBERY-RESIDENCE,113011681,10282011,998 GRANT TER SE,304,Peoplestown,V,33.72718,-84.37941
LARCENY-NON VEHICLE,113000046,10272011,1617 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76385,-84.44072
LARCENY-NON VEHICLE,113000881,10272011,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
LARCENY-NON VEHICLE,113001501,10272011,3730 CARMIA DR SW,414,Princeton Lakes,P,33.65528,-84.5102
LARCENY-NON VEHICLE,113008068,10272011,6000 S. TERMINAL,706,,,33.64069,-84.44388
ROBBERY-PEDESTRIAN,112992105,10262011,LILLIAN AVE SW / TIFT AVE SW,301,Adair Park,V,33.73117,-84.41046
LARCENY-FROM VEHICLE,112990750,10262011,480 JOHN WESLEY DOBBS AVE NE,604,Old Fourth Ward,M,33.75942,-84.37151
ROBBERY-RESIDENCE,112972321,10252011,2479 ABNER TER NW,110,Carver Hills,G,33.80063,-84.46635
LARCENY-FROM VEHICLE,112981019,10252011,1754 RICHMOND CIR SE;,307,Lakewood Heights,Y,33.70698,-84.3745
AGG ASSAULT,112981615,10252011,662 IRA ST SW,303,Mechanicsville,V,33.73677,-84.39985
BURGLARY-RESIDENCE,112970902,10242011,1024 EMERSON AVE SE,607,Ormewood Park,W,33.73291,-84.3542
LARCENY-NON VEHICLE,112971417,10242011,580 MCDONOUGH BLVD SE,305,Chosewood Park,Y,33.71392,-84.36899
AUTO THEFT,112970426,10242011,751 FAIRBURN RD SW,407,Fairburn Mays,H,33.73454,-84.51059
BURGLARY-RESIDENCE,112972013,10242011,600 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74662,-84.40755
BURGLARY-RESIDENCE,112960414,10232011,3200 LENOX RD ,210,Pine Hills,B,33.84221,-84.35822
LARCENY-NON VEHICLE,112961057,10232011,4019 ESTER DR SW,407,Wilson Mill Meadows,H,33.75414,-84.51888
AUTO THEFT,112961668,10232011,500 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68206,-84.36784
ROBBERY-PEDESTRIAN,112950953,10222011,620 PARKWAY DR NE,603,Old Fourth Ward,M,33.7714,-84.37313
LARCENY-FROM VEHICLE,112951590,10222011,945 ASHBY GRV SW,104,Ashview Heights,T,33.75008,-84.41853
LARCENY-FROM VEHICLE,112950769,10222011,566 PONCE DE LEON AVE NE,506,Midtown,E,33.77379,-84.36821
AUTO THEFT,112940622,10212011,849 PEGG RD SW,309,Perkerson,X,33.68951,-84.41676
BURGLARY-RESIDENCE,112941635,10212011,480 ABERDEEN DR NW,109,Center Hill,J,33.76851,-84.45933
BURGLARY-RESIDENCE,112930557,10202011,2185 BELVEDERE AVE SW,409,Adams Park,R,33.72111,-84.4599
AUTO THEFT,112931475,10202011,405 FAIRBURN RD SW,407,Wildwood (NPU-H),H,33.74347,-84.5145
LARCENY-NON VEHICLE,112931695,10202011,2125 JOSEPH E BOONE BLVD NW,108,Center Hill,J,33.76584,-84.45872
LARCENY-NON VEHICLE,112921366,10192011,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
LARCENY-FROM VEHICLE,112922043,10192011,966 WYLIE ST SE,606,Reynoldstown,N,33.75265,-84.3554
LARCENY-FROM VEHICLE,112920317,10192011,662 W PEACHTREE ST NW,505,Midtown,E,33.77288,-84.38777
AUTO THEFT,112910380,10182011,460 OAKSIDE DR SW,407,Wisteria Gardens,H,33.75845,-84.5121
BURGLARY-NONRES,112911303,10182011,3006 DELMAR LN SW,111,,I,33.75524,-84.48543
BURGLARY-RESIDENCE,112912029,10182011,3991 WHITTINGTON DR NE,209,North Buckhead,B,33.86358,-84.37242
LARCENY-NON VEHICLE,112902304,10172011,41 IRBY AVE NW,206,South Tuxedo Park,B,33.84152,-84.38026
LARCENY-NON VEHICLE,112900578,10172011,464 BOULEVARD NE,603,Old Fourth Ward,M,33.76705,-84.37202
LARCENY-NON VEHICLE,112901352,10172011,590 CASCADE AVE SW,402,West End,T,33.73856,-84.43407
LARCENY-NON VEHICLE,112902121,10172011,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77351,-84.36651
LARCENY-NON VEHICLE,112890831,10162011,399 BISHOP ST NW,207,Loring Heights,E,33.79395,-84.40096
AUTO THEFT,112891537,10162011,635 ANGIER AVE NE,603,Old Fourth Ward,M,33.76567,-84.36654
AUTO THEFT,112882014,10152011,588 BECKWITH ST SW,101,Atlanta University Center,T,33.75184,-84.40678
LARCENY-FROM VEHICLE,112880240,10152011,142 SIMPSON ST NW,508,Downtown,M,33.76324,-84.39178
BURGLARY-RESIDENCE,112881403,10152011,1093 WEST AVE SW,302,Pittsburgh,V,33.72494,-84.39593
AUTO THEFT,112870842,10142011,1380 GAULT ST SE,305,Chosewood Park,Y,33.71658,-84.37209
AUTO THEFT,112872023,10142011,I-20 AT MAYNARD TERRACE,612,East Atlanta,W,33.74456,-84.33437
BURGLARY-RESIDENCE,112860239,10132011,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442
BURGLARY-RESIDENCE,112861211,10132011,108 HILLSDALE DR SE,310,Browns Mill Park,Z,33.6882,-84.38696
LARCENY-NON VEHICLE,112861865,10132011,77 E ANDREWS DR NW,206,South Tuxedo Park,B,33.8437,-84.38145
LARCENY-NON VEHICLE,112821081,10122011,595 PIEDMONT AVE,603,Old Fourth Ward,M,33.77067,-84.38023
LARCENY-NON VEHICLE,112851195,10122011,2785 FAIRBURN RD SW,414,Ben Hill,P,33.6789,-84.51811
AUTO THEFT,112851746,10122011,3601 SOUTHSIDE INDUSTRIAL PKWY SE,313,Blair Villa/Poole Creek,Z,33.65634,-84.37516
LARCENY-NON VEHICLE,112852449,10122011,1205 CAROLINE ST NE,609,Edgewood,O,33.75598,-84.34888
AGG ASSAULT,112841712,10112011,805 AYRSHIRE CIR NW,109,Center Hill,J,33.7736,-84.4577
ROBBERY-PEDESTRIAN,112842432,10112011,314 FAIRBURN RD NW,111,Adamsville,H,33.76369,-84.50182
LARCENY-NON VEHICLE,112841033,10112011,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68207,-84.49107
BURGLARY-RESIDENCE,112830716,10102011,1975 ALISON CT SW,410,Campbellton Road,R,33.70144,-84.45416
ROBBERY-PEDESTRIAN,112831292,10102011,1099 EUCLID AVE NE,602,Inman Park,N,33.76376,-84.35075
BURGLARY-RESIDENCE,112831882,10102011,961 CONFEDERATE CT SE,607,Ormewood Park,W,33.72854,-84.36218
LARCENY-NON VEHICLE,112822136,10092011,422 ELM ST NW,103,English Avenue,L,33.76618,-84.4093
LARCENY-FROM VEHICLE,112821804,10092011,1660 PEACHTREE ST NW,502,Midtown,E,33.79874,-84.39164
AGG ASSAULT,112820420,10092011,1369 BLUEFIELD DR SW,403,Oakland City,S,33.72529,-84.4328
AUTO THEFT,112811634,10082011,3670 CAMP CREEK PKWY SW,414,Princeton Lakes,P,33.655,-84.50859
ROBBERY-PEDESTRIAN,112812463,10082011,165 PEACHTREE ST SW,512,Downtown,M,33.75454,-84.3896
BURGLARY-RESIDENCE,112810557,10082011,3301 N CAMP CREEK PKWY SW,414,,P,33.6721,-84.50122
LARCENY-FROM VEHICLE,112800650,10072011,220 26TH ST NW,207,Brookwood,E,33.80312,-84.4011
BURGLARY-RESIDENCE,112801383,10072011,1478 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76335,-84.43632
LARCENY-FROM VEHICLE,112802176,10072011,942 HANK AARON DR SE,304,Peoplestown,V,33.72861,-84.38619
AGG ASSAULT,112731699,10072011,2124 CHESIRE BRIDGE RD,212,Lindridge/Martin Manor,F,33.81338,-84.35407
BURGLARY-NONRES,112792387,10062011,1155 SYLVAN RD SW,301,Oakland City,S,33.72342,-84.41823
LARCENY-FROM VEHICLE,112790768,10062011,1304 LAKESIDE VILLAGE DRIVE S.E.,611,The Villages at East Lake,O,33.7468,-84.31891
LARCENY-NON VEHICLE,112781236,10062011,401 17TH STREET NW,501,Atlantic Station,E,33.7899,-84.40265
AGG ASSAULT,112780644,10052011,5 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.6811,-84.38876
LARCENY-FROM VEHICLE,112782232,10052011,2524 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75285,-84.47033
BURGLARY-RESIDENCE,112771061,10042011,1280 OAKLAND DR SW,403,Oakland City,S,33.72027,-84.42735
AUTO THEFT,112771778,10042011,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714
AUTO THEFT,112770094,10042011,200 NORTH AVE NW,504,,E,33.80958,-84.39294
BURGLARY-RESIDENCE,112760733,10032011,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68407,-84.49127
ROBBERY-PEDESTRIAN,112761482,10032011,806 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73794,-84.41433
LARCENY-FROM VEHICLE,112762326,10032011,1860 PEACHTREE RD NW,207,Ardmore,E,33.80586,-84.39439
LARCENY-NON VEHICLE,112741506,10022011,2539 PIEDMONT RD,211,Lindbergh/Morosgo,B,33.82403,-84.36328
LARCENY-FROM VEHICLE,112751078,10022011,683 PEACHTREE ST NE,505,Midtown,E,33.77325,-84.38449
LARCENY-NON VEHICLE,112741625,10012011,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
ROBBERY-RESIDENCE,112742642,10012011,2274 NELMS DR SW,310,Polar Rock,Z,33.69235,-84.40042
LARCENY-FROM VEHICLE,112741495,10012011,888 RALPH DAVID ABERNATHY ,401,West End,T,33.738,-84.41691
LARCENY-FROM VEHICLE,123051371,10312012,3500 PEACHTREE RD,210,North Buckhead,B,33.84514,-84.37031
ROBBERY-RESIDENCE,123052330,10312012,821 SPENCER ST NW,102,Vine City,L,33.76001,-84.41428
AUTO THEFT,123042822,10302012,1104 ALTA AVE NE,602,Inman Park,N,33.76107,-84.35159
AUTO THEFT,123040929,10302012,2637 OLD HAPEVILLE RD SW,310,Browns Mill Park,Z,33.68294,-84.39417
AUTO THEFT,123041896,10302012,922 METROPOLITAN PKWY SW,302,Pittsburgh,V,33.72981,-84.40773
ROBBERY-PEDESTRIAN,123032640,10292012,325 ATLANTA AVE SE,605,Grant Park,W,33.73014,-84.3784
BURGLARY-RESIDENCE,123031032,10292012,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77248,-84.37857
LARCENY-FROM VEHICLE,123032220,10292012,482 COLLIER RD NW,205,Collier Hills,C,33.8109,-84.40309
AUTO THEFT,123021529,10282012,476 PEACHTREE ST NE ,509,Downtown,M,33.76761,-84.38546
BURGLARY-RESIDENCE,123022431,10282012,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79742,-84.40671
AGG ASSAULT,123021046,10282012,416 BOULEVARD,604,Sweet Auburn,M,33.7601,-84.37207
LARCENY-FROM VEHICLE,123011277,10272012,849 PIEDMONT AVE NE,505,Midtown,E,33.77775,-84.38082
LARCENY-NON VEHICLE,123012261,10272012,1380 ATLANTIC DR NW,501,Atlantic Station,E,33.79282,-84.39779
AUTO THEFT,123000244,10262012,140  LAKEWOOD WAY SW / HILLTOP DR SW,307,Lakewood Heights,Y,33.69974,-84.39319
ROBBERY-PEDESTRIAN,123001528,10262012,2405 FAIRBURN RD SW @BEN HILL PARK,413,,P,33.6889,-84.51291
LARCENY-NON VEHICLE,123002361,10262012,48 ARMSTRONG ST SE,510,Downtown,M,33.75304,-84.38226
BURGLARY-RESIDENCE,122990887,10252012,82 W LAKE AVE SW,104,Mozley Park,K,33.75283,-84.44405
LARCENY-FROM VEHICLE,122991576,10252012,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523
LARCENY-FROM VEHICLE,122992227,10252012,786 THURMOND ST NW,102,Vine City,L,33.76023,-84.41314
LARCENY-NON VEHICLE,122980660,10242012,477 WILMER ST NE,603,Old Fourth Ward,M,33.76749,-84.36605
BURGLARY-RESIDENCE,122981605,10242012,3909 BASIL WAY SW,407,Wilson Mill Meadows,H,33.75213,-84.51681
LARCENY-NON VEHICLE,122972922,10242012,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
AUTO THEFT,122970638,10232012,930 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.7084,-84.35933
LARCENY-FROM VEHICLE,122971572,10232012,337 ATLANTIS AVE NE,602,Inman Park,N,33.76272,-84.3568
LARCENY-NON VEHICLE,122972381,10232012,869 HALL ST NW,109,Center Hill,J,33.77879,-84.46564
BURGLARY-RESIDENCE,122961260,10222012,1726 BREWER BLVD SW,306,Sylvan Hills,X,33.70819,-84.41603
LARCENY-FROM VEHICLE,122962094,10222012,660 PEACHTREE ST,505,Midtown,E,33.77262,-84.38504
LARCENY-FROM VEHICLE,122950360,10212012,595 COOPER ST SW,303,Mechanicsville,V,33.73892,-84.39734
ROBBERY-COMMERCIAL,122951272,10212012,2841 GREENBRIAR PKWY SW,414,Greenbriar,R,33.68992,-84.48917
LARCENY-NON VEHICLE,122958001,10212012,6234 SPINE ROAD,706,,,33.64072,-84.44435
BURGLARY-RESIDENCE,122941206,10202012,1057 FAIR ST SW,104,Ashview Heights,T,33.74926,-84.42233
LARCENY-NON VEHICLE,122942546,10202012,1079 NORTH AVE NE,602,Poncey-Highland,N,33.7709,-84.35218
LARCENY-NON VEHICLE,122931592,10192012,3393 PEACHTREE RD NE;,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,122932650,10192012,3405 LENOX RD NE,210,Lenox,B,33.848,-84.35947
BURGLARY-RESIDENCE,122921524,10182012,3657 CROFT PL NW,114,Carroll Heights,H,33.77552,-84.50723
LARCENY-FROM VEHICLE,122922565,10182012,2125 NORTHSIDE DR NW,205,,C,33.81356,-84.40761
LARCENY-FROM VEHICLE,122902697,10182012,504 10TH STREET,502,,E,33.78186,-84.37217
BURGLARY-NONRES,122910768,10172012,1010 W PEACHTREE ST NW,503,Midtown,E,33.78228,-84.38822
LARCENY-NON VEHICLE,122911601,10172012,3445 STRATFORD RD NE ,208,North Buckhead,B,33.85111,-84.36745
LARCENY-FROM VEHICLE,122902190,10162012,834 VIRGIL ST NE,602,Inman Park,N,33.75859,-84.36054
AUTO THEFT,122900733,10162012,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
AUTO THEFT,122901303,10162012,1595 CLIFTON TER NE,608,Candler Park,N,33.77157,-84.33537
BURGLARY-RESIDENCE,122891562,10152012,1006 WESTMONT RD SW,402,Bush Mountain,S,33.72782,-84.43729
LARCENY-NON VEHICLE,122890834,10152012,3885 JONESBORO RD SE,313,South River Gardens,Z,33.64883,-84.36584
AGG ASSAULT,122892026,10152012,3393 PEACHTREE,210,Lenox,B,33.84676,-84.36212
AUTO THEFT,122880105,10142012,85 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67291,-84.39153
BURGLARY-RESIDENCE,122881299,10142012,406 NOBLE CREEK DR NW,204,Cross Creek,C,33.81448,-84.42464
LARCENY-NON VEHICLE,122881963,10142012,942 MAYLAND AVE SW,301,Adair Park,V,33.72891,-84.41117
