crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
LARCENY-FROM VEHICLE,102901250,10172010,901 MARTIN L KING JR DR NW,102,Vine City,L,33.7548,-84.41671
AUTO THEFT,102891484,10162010,266 HOLLY RD NW,105,West Lake,J,33.76261,-84.43801
BURGLARY-RESIDENCE,102891506,10162010,1285 NORTHWEST DR NW;,113,Monroe Heights,G,33.79051,-84.47895
BURGLARY-NONRES,102890243,10162010,154 WHITEFOORD AVE SE,609,Edgewood,O,33.74917,-84.34205
AGG ASSAULT,102890355,10162010,MYRTLE DR. SW / ALISON CT. SW,410,Campbellton Road,R,33.70072,-84.45506
AUTO THEFT,102891036,10162010,655 CLEVELAND AVE SW,411,Greenbriar,R,33.69012,-84.49993
ROBBERY-PEDESTRIAN,102891040,10162010,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81907,-84.37069
AGG ASSAULT,102882028,10152010,2185 CHINABERRY WAY SW,411,Greenbriar,R,33.69548,-84.4789
LARCENY-FROM VEHICLE,102882037,10152010,1568 CRAFTSMAN RD NW,110,Rockdale,G,33.78698,-84.44625
AUTO THEFT,102880597,10152010,1477 WESTWOOD AVE SW,404,Westview,T,33.73834,-84.43602
LARCENY-FROM VEHICLE,102880611,10152010,6 JOHNSON RD NW,110,Grove Park,J,33.78017,-84.45491
LARCENY-NON VEHICLE,102881405,10152010,128 MILDRED ,101,Atlanta University Center,T,33.7512,-84.41186
LARCENY-NON VEHICLE,102881453,10152010,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
ROBBERY-PEDESTRIAN,102870618,10142010,3843 JONESBORO RD SE ,313,South River Gardens,Z,33.65199,-84.36701
LARCENY-FROM VEHICLE,102870627,10142010,211 COLONIAL HOMES DR NW,205,Colonial Homes,C,33.81408,-84.39427
LARCENY-FROM VEHICLE,102871208,10142010,960 E PACES FERRY RD NE,210,Buckhead Heights,B,33.84691,-84.35618
LARCENY-NON VEHICLE,102871237,10142010,203 HARWELL PL NW,112,Collier Heights,I,33.78074,-84.49348
AUTO THEFT,102871862,10142010,260 KIRKWOOD RD NE,610,Kirkwood,O,33.75977,-84.32184
LARCENY-NON VEHICLE,102871866,10142010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
AUTO THEFT,102878038,10142010,NATIONAL CAR RENTAL @ 2351 Rental Car Center Pkwy,50,,,33.63829,-84.45402
LARCENY-FROM VEHICLE,102861270,10142010,1058 HOWELL MILL RD,501,Home Park,E,33.78285,-84.41126
AUTO THEFT,102862074,10132010,1894 CAMPBELLTON RD SW,410,Pomona Park,R,33.70859,-84.45117
LARCENY-FROM VEHICLE,102862114,10132010,855 PEACHTREE ST NE,505,Midtown,E,33.77798,-84.38389
LARCENY-NON VEHICLE,102860385,10132010,3225 PEACHTREE RD NE,206,Buckhead Village,B,33.84245,-84.37269
LARCENY-FROM VEHICLE,102860399,10132010,1637 CARROLL DR NW,203,Hills Park,D,33.80268,-84.44144
LARCENY-FROM VEHICLE,102862411,10132010,1544 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79789,-84.37101
LARCENY-NON VEHICLE,102868023,10132010,CONCOURSE A @8700 SPINE RD ; DOMINO''S PIZZA,50,,,33.64085,-84.43915
LARCENY-NON VEHICLE,102851607,10122010,135 ERICSON ST SE,609,Edgewood,O,33.74972,-84.34483
LARCENY-NON VEHICLE,102851617,10122010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-FROM VEHICLE,102852221,10122010,1000 NORTHSIDE DR NW,501,Home Park,E,33.78196,-84.40835
ROBBERY-PEDESTRIAN,102852235,10122010,44 MEMORIAL DR SE,605,Capitol Gateway,V,33.74701,-84.38631
LARCENY-NON VEHICLE,102850637,10122010,339 UNIVERSITY AVE SW,302,Pittsburgh,V,33.7223,-84.39912
LARCENY-FROM VEHICLE,102850684,10122010,857 COLLIER RD NW,205,Wildwood (NPU-C),C,33.81036,-84.41606
LARCENY-FROM VEHICLE,102851079,10122010,1755 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70632,-84.38043
LARCENY-NON VEHICLE,102851080,10122010,842 PEACHTREE ST NE ;CVS,505,Midtown,E,33.77756,-84.38482
LARCENY-NON VEHICLE,102840584,10112010,188 14TH ST NE,502,Midtown,E,33.78657,-84.3812
BURGLARY-NONRES,102840602,10112010,954 HIGHTOWER RD NW,113,Carey Park,G,33.78149,-84.47444
LARCENY-FROM VEHICLE,102841151,10112010,1695 NORTHSIDE DR NW,207,Collier Hills,C,33.80307,-84.4078
BURGLARY-RESIDENCE,102841154,10112010,1142 PRINCESS AVE SW,403,Oakland City,S,33.72387,-84.42504
BURGLARY-RESIDENCE,102841702,10112010,1156 7TH ST NW,113,Carey Park,G,33.78657,-84.47372
LARCENY-FROM VEHICLE,102841711,10112010,47 HOWELL ST SE;,604,Old Fourth Ward,M,33.75309,-84.36988
LARCENY-NON VEHICLE,102831585,10102010,675 METROPOLITAN PKWY SW,301,Adair Park,V,33.73657,-84.40824
AUTO THEFT,102831633,10102010,1117 SMITH ST SW,302,Pittsburgh,V,33.72435,-84.401
LARCENY-FROM VEHICLE,102831499,10102010,2299 BEECHER RD SW,406,Cascade Avenue/Road,S,33.7267,-84.46404
BURGLARY-NONRES,102831504,10102010,400 PARK DR NE,502,,E,33.78643,-84.37145
LARCENY-FROM VEHICLE,102830400,10102010,MONROE DR NE / VIRGINIA AVE NE,506,Midtown,E,33.78049,-84.36907
AGG ASSAULT,102830409,10102010,2352 HERRING RD SW,406,Cascade Avenue/Road,S,33.72488,-84.46289
AUTO THEFT,102820600,10092010,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403
ROBBERY-RESIDENCE,102820610,10092010,1746 NORTH AVE NW,107,Grove Park,J,33.76816,-84.44494
BURGLARY-RESIDENCE,102821331,10092010,800 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74696,-84.31716
LARCENY-FROM VEHICLE,102821334,10092010,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77206,-84.37869
HOMICIDE,102810498074,10082010,393 RAWSON ST SW,303,Mechanicsville,V,33.74307,-84.4011
HOMICIDE,102810416073,10082010,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
LARCENY-NON VEHICLE,102812023,10082010,77 W PACES FERRY RD NW,206,South Tuxedo Park,B,33.84064,-84.38193
AUTO THEFT,102812070,10082010,800 HUTCHENS RD SE,313,South River Gardens,Z,33.67102,-84.36187
LARCENY-FROM VEHICLE,102810041,10082010,1025 HOWELL MILL RD NW,501,Home Park,E,33.78285,-84.41126
LARCENY-NON VEHICLE,102810079,10082010,PEACHTREE ST NE / 6TH ST NE,505,Midtown,E,33.77736,-84.38442
LARCENY-FROM VEHICLE,102800548,10072010,2400 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.82006,-84.36502
LARCENY-NON VEHICLE,102800550,10072010,2429 MARTIN LUTHER KING,108,Florida Heights,I,33.75246,-84.46669
LARCENY-NON VEHICLE,102801251,10072010,1033 WHITE OAK AVE SW,402,Oakland City,S,33.72472,-84.4216
LARCENY-NON VEHICLE,102801271,10072010,573 E WESLEY RD NE,206,Garden Hills,B,33.83093,-84.36883
BURGLARY-RESIDENCE,102802202,10072010,1657 THORNTON PL SW,307,Joyland,Y,33.7115,-84.39959
LARCENY-NON VEHICLE,102802236,10072010,2861 ARGYLE DR NW,113,Lincoln Homes,G,33.79959,-84.48141
AUTO THEFT,102790718,10062010,1333 BREWSTER ST SW,403,Oakland City,S,33.71848,-84.42696
AUTO THEFT,102790754,10062010,2125 SOUTHWOOD CV SW,412,Ben Hill Terrace,P,33.69653,-84.51827
BURGLARY-RESIDENCE,102791467,10062010,127 SISSON AVE NE,610,Kirkwood,O,33.75579,-84.31456
LARCENY-NON VEHICLE,102791488,10062010,850 HAROLD AVE SE,606,Reynoldstown,N,33.74958,-84.35983
LARCENY-FROM VEHICLE,102792429,10062010,2293 PEACHTREE RD NE,211,,E,33.81713,-84.38942
ROBBERY-PEDESTRIAN,102792447,10062010,222 FLAT SHOALS AVE SE,606,Reynoldstown,N,33.74783,-84.35058
LARCENY-FROM VEHICLE,102780653,10052010,82 MOBILE AVE NE,211,Peachtree Hills,B,33.81661,-84.38661
LARCENY-FROM VEHICLE,102780704,10052010,1646 STOKES AVE SW,404,Westview,T,33.74071,-84.4417
BURGLARY-RESIDENCE,102781284,10052010,942 HANK AARON DR SE,304,Peoplestown,V,33.72828,-84.38787
LARCENY-FROM VEHICLE,102781301,10052010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,102782084,10052010,3431 LENOX RD NE,210,Lenox,B,33.84837,-84.36034
ROBBERY-PEDESTRIAN,102782134,10052010,490 ELM ST NW,103,English Avenue,L,33.76837,-84.40895
LARCENY-NON VEHICLE,102770979,10042010,4054 KENNER DR SW,407,Adamsville,H,33.75968,-84.50885
ROBBERY-RESIDENCE,102770980,10042010,2666 OLDKNOW DR NW,112,Collier Heights,I,33.77156,-84.47475
AGG ASSAULT,102771732,10042010,I 285 N / 166 WESTBOUND,411,Greenbriar,R,33.69012,-84.49993
BURGLARY-RESIDENCE,102771800,10042010,748 PELHAM ST NW,103,English Avenue,L,33.77114,-84.41195
LARCENY-FROM VEHICLE,102770586,10042010,679 COMMERCIAL AVENUE NW ,109,Center Hill,J,33.77336,-84.47099
BURGLARY-RESIDENCE,102770606,10042010,2295 MACON DR SW,310,Browns Mill Park,Z,33.69172,-84.39185
LARCENY-FROM VEHICLE,102760624,10032010,SPRING ST NW / BAKER ST NW,508,Downtown,M,33.76226,-84.38902
AUTO THEFT,102760658,10032010,1572 HARDEE ST NE,609,Edgewood,O,33.75546,-84.33644
BURGLARY-RESIDENCE,102761398,10032010,884 CAPITOL VIEW AVE NW,109,Center Hill,J,33.77911,-84.4674
LARCENY-FROM VEHICLE,102761404,10032010,WINDSOR ST SW / RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73693,-84.39832
LARCENY-FROM VEHICLE,102751567,10022010,72 MANGUM ST SW,507,Castleberry Hill,M,33.75252,-84.39978
AUTO THEFT,102751608,10022010,166 EB AND SYLVAN RD,306,Sylvan Hills,X,33.6977,-84.41832
BURGLARY-RESIDENCE,102750196,10022010,4104 CORNELL BLVD SW,407,Baker Hills,H,33.75984,-84.52198
LARCENY-FROM VEHICLE,102750240,10022010,PIEDMONT AVE NE /MONROE DR NE,213,Piedmont Heights,F,33.79709,-84.36899
LARCENY-FROM VEHICLE,102750850,10022010,855 PEACHTREE ST NE,505,Midtown,E,33.778,-84.38424
AUTO THEFT,102750852,10022010,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067
LARCENY-NON VEHICLE,102742156,10012010,690 MIAMI CIRCLE NE,211,Lindbergh/Morosgo,B,33.82978,-84.3647
AUTO THEFT,102742182,10012010,609 BROWNWOOD AVE SE,612,East Atlanta,W,33.73766,-84.34829
LARCENY-FROM VEHICLE,102740647,10012010,385 10TH ST NE,503,Midtown,E,33.7815,-84.37452
LARCENY-FROM VEHICLE,102740723,10012010,1180 VIRGINIA AVE NE,601,Virginia Highland,F,33.78005,-84.34877
LARCENY-FROM VEHICLE,102741565,10012010,1960 ALISON CT SW,410,Campbellton Road,R,33.70061,-84.45299
LARCENY-NON VEHICLE,102741567,10012010,651 MORELAND AVE SE,607,Ormewood Park,W,33.73642,-84.34954
BURGLARY-RESIDENCE,113040698,10312011,3600 PINE FOREST DR SE,313,South River Gardens,Z,33.65631,-84.35375
LARCENY-NON VEHICLE,113040729,10312011,195 FAIRBURN RD NW,111,Adamsville,H,33.76126,-84.50433
BURGLARY-NONRES,113041281,10312011,1335 BOULEVARD SE,305,Chosewood Park,Y,33.71811,-84.36864
LARCENY-FROM VEHICLE,113041306,10312011,360 MARIETTA ST NW,507,Downtown,M,33.76269,-84.39702
LARCENY-NON VEHICLE,113041825,10312011,670 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76142,-84.36506
LARCENY-FROM VEHICLE,113041828,10312011,3183 Peachtree Rd NE,206,North Buckhead,B,33.84373,-84.37137
AUTO THEFT,113042306,10312011,828 RALPH MCGILL BLVD NE,602,Poncey-Highland,N,33.76826,-84.36043
LARCENY-NON VEHICLE,113048017,10312011,6000 NORTH TERMINAL,707,,,33.64069,-84.44388
AUTO THEFT,113030050,10302011,3022 STONE RD.,411,,P,33.6727,-84.50032
LARCENY-FROM VEHICLE,113030065,10302011,585 WELLS ST SW,303,Pittsburgh,V,33.74023,-84.40742
LARCENY-FROM VEHICLE,113031262,10302011,1575 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76391,-84.43929
LARCENY-FROM VEHICLE,113031267,10302011,60 8TH ST NE,503,Midtown,E,33.77986,-84.38529
BURGLARY-RESIDENCE,113021766,10292011,1145 SMITH ST SW,302,Pittsburgh,V,33.72359,-84.40094
AGG ASSAULT,113021768,10292011,340 AUBURN AVE NE,604,Sweet Auburn,M,33.75565,-84.3764
AUTO THEFT,113020641,10292011,757 PEGG RD SW,309,Perkerson,X,33.68946,-84.41333
LARCENY-FROM VEHICLE,113020648,10292011,4341 TREE HAVEN DR NE,209,North Buckhead,B,33.87344,-84.3707
AGG ASSAULT,113021353,10292011,405 FAIRBURN RD SW,407,Wildwood (NPU-H),H,33.74367,-84.50959
LARCENY-NON VEHICLE,113021391,10292011,73 PEACHTREE ST SW,511,Downtown,M,33.75281,-84.39197
AUTO THEFT,113010830,10282011,1560 METROPOLITAN PKWY. SW,306,Sylvan Hills,X,33.71194,-84.40422
AUTO THEFT,113010848,10282011,795 NORTH AVE NE,602,Poncey-Highland,N,33.7708,-84.36141
BURGLARY-RESIDENCE,113011640,10282011,1451 LIBERTY PKWY NW,204,Bolton,D,33.81761,-84.44059
LARCENY-NON VEHICLE,113011672,10282011,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,113000019,10272011,2784 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.77927,-84.47996
BURGLARY-RESIDENCE,113000020,10272011,177 MOURY AVE SW,305,The Villages at Carver,Y,33.71348,-84.39052
BURGLARY-RESIDENCE,113000809,10272011,954 PARSONS ST SW,104,Ashview Heights,T,33.75094,-84.41872
AUTO THEFT,113000819,10272011,1631 STANTON RD SW,408,,R,33.71076,-84.4438
LARCENY-NON VEHICLE,113001468,10272011,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77066,-84.37225
AGG ASSAULT,113001492,10272011,1 GEORGIA DOME DR NW,507,Downtown,M,33.75641,-84.39997
LARCENY-FROM VEHICLE,112991501,10272011,306 LUCKIE STREET,508,Downtown,M,33.76274,-84.39619
AUTO THEFT,113002482,10272011,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528
AGG ASSAULT,112992008,10262011,447 WINDSOR ST SW,303,Mechanicsville,V,33.74252,-84.3983
LARCENY-NON VEHICLE,112992037,10262011,2645 FAIRBURN RD SW,413,Fairburn Tell,P,33.68183,-84.51492
LARCENY-NON VEHICLE,112990731,10262011,548 NORTHSIDE DR NW,103,English Avenue,L,33.7697,-84.40508
AGG ASSAULT,112990737,10262011,2083 MEADOR AVE SE;,310,Swallow Circle/Baywood,Z,33.69737,-84.38046
LARCENY-NON VEHICLE,112991490,10262011,590 CASCADE AVE SW,402,West End,T,33.73856,-84.43407
BURGLARY-RESIDENCE,112991493,10262011,1195 WOODLAND AVE NE,213,Lindridge/Martin Manor,F,33.81477,-84.34908
AUTO THEFT,112980979,10252011,3334 PEACHTREE RD NE,208,North Buckhead,B,33.84911,-84.37075
LARCENY-NON VEHICLE,112981009,10252011,129 NORTH AVE,504,Downtown,M,33.77103,-84.38318
BURGLARY-RESIDENCE,112981555,10252011,254 AMAL DR SW,307,Betmar LaVilla,Y,33.70591,-84.39641
LARCENY-FROM VEHICLE,112981609,10252011,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082
LARCENY-NON VEHICLE,112970839,10242011,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528
BURGLARY-RESIDENCE,112970886,10242011,556 WOODLAWN AVE NW,107,Grove Park,J,33.77008,-84.43626
BURGLARY-RESIDENCE,112971388,10242011,1514 NORTHWEST DR NW,113,Monroe Heights,G,33.79806,-84.48705
